Price,Close,High,Low,Open,Volume,Name
Ticker,BA,BA,BA,BA,BA,
Date,,,,,,
2011-05-31,63.01668930053711,63.275119669119334,62.51598392723367,62.83094574639745,4706400,BA
2011-06-01,60.852317810058594,63.073205366348795,60.77963717481024,62.9520648128037,5259100,BA
2011-06-02,61.126914978027344,61.651847206393896,60.81195317642115,60.92501607128154,3606200,BA
2011-06-03,60.44044876098633,60.61004925069836,59.83475209090526,60.335463556299736,4239300,BA
2011-06-06,60.230499267578125,60.787736207765484,60.10128097558452,60.375866765337285,3310200,BA
2011-06-07,59.907440185546875,60.650426638096924,59.891290985041564,60.40007398074024,3387500,BA
2011-06-08,59.640953063964844,60.085133251814405,59.47943635645633,59.86707891906374,3772100,BA
2011-06-09,59.907440185546875,60.20625276735007,59.30174350242048,59.62478296571428,2960800,BA
2011-06-10,58.704139709472656,59.762088218426754,58.63953056778177,59.60864304727761,5139600,BA
2011-06-13,58.906028747558594,59.285599689311255,58.70412983483619,59.00293628232721,4087300,BA
2011-06-14,60.278934478759766,60.58581858551482,59.10792333524126,59.22905774483839,4775700,BA
2011-06-15,59.640953063964844,60.98156514986175,59.41482720886595,59.81862513910467,6531900,BA
2011-06-16,59.77015686035156,60.23048614270026,59.317899098393134,59.552102580495585,4446500,BA
2011-06-17,59.89129638671875,60.51314232643559,59.56825689428958,60.26278964649926,5536100,BA
2011-06-20,60.18202209472656,60.40815404096437,59.36635496557877,59.729770525182005,3809600,BA
2011-06-21,59.74592590332031,60.585819915131246,59.58440308453704,60.585819915131246,5493900,BA
2011-06-22,58.2437858581543,59.48748358596098,58.195325941536595,59.43094598966295,7232200,BA
2011-06-23,57.541194915771484,57.84807907052771,56.765903765756,57.47658577957027,8038400,BA
2011-06-24,57.549259185791016,57.79961182839084,57.1212345407791,57.63809518699706,6088500,BA
2011-06-27,57.84000778198242,58.0984381663592,57.60580428341185,57.69464030567884,4028200,BA
2011-06-28,58.21956253051758,58.34070310007244,57.66232576890971,58.00151443449107,3837900,BA
2011-06-29,58.72834777832031,58.92216897981801,58.033815131366566,58.32455001434557,3913800,BA
2011-06-30,59.70554733276367,59.84283711607964,58.873724789599244,58.95448312322829,4245300,BA
2011-07-01,59.980125427246094,60.351624843460286,59.60056065235899,59.60863217249766,3647800,BA
2011-07-05,59.88322448730469,60.35163148848289,59.64094330422178,59.89937369082588,3130300,BA
2011-07-06,60.35968780517578,60.698882608343496,59.770146522425364,59.86705404207481,3757800,BA
2011-07-07,61.36922073364258,61.538815160950875,60.44856175027249,60.83621055659772,4976900,BA
2011-07-08,60.626190185546875,61.03806559026032,60.22239246054351,61.03806559026032,4051200,BA
2011-07-11,59.23712921142578,60.35161495452235,58.95447201624359,59.8993572807661,4379000,BA
2011-07-12,58.090354919433594,59.6490147588137,57.97729202219075,59.45519352946394,5773000,BA
2011-07-13,58.2841796875,59.156384514728416,58.03382699432868,58.5991415148659,4707700,BA
2011-07-14,57.49272155761719,58.40530219006067,57.339276451781885,58.098418139854324,5691200,BA
2011-07-15,57.56541442871094,57.91268078948289,57.21814806793898,57.90460310812571,4058500,BA
2011-07-18,56.168270111083984,57.09700001718856,55.780621555750216,57.06470161892011,7294900,BA
2011-07-19,56.95972442626953,57.33121771340099,55.97445667448048,56.620535706905976,7434200,BA
2011-07-20,58.203407287597656,59.196752461066,57.14545915701002,57.43619402917321,8026000,BA
2011-07-21,58.86562728881836,59.156362121170574,58.1468678870209,58.61527469041767,4301500,BA
2011-07-22,58.68798065185547,59.10793388496442,58.34071423894351,59.10793388496442,2921300,BA
2011-07-25,57.58963394165039,58.15495449646396,57.34735898512867,57.64616538098527,3990800,BA
2011-07-26,56.66092300415039,57.69464461893867,56.41864180504265,57.64618468223701,7061900,BA
2011-07-27,57.04048538208008,59.11600620503292,56.95972703968812,57.92884563279134,9806900,BA
2011-07-28,57.0647087097168,58.41339189847422,57.008171102059805,57.339288259370896,5448400,BA
2011-07-29,56.911258697509766,57.42811935026408,55.92599115273902,56.53168780782284,5962000,BA
2011-08-01,56.7982063293457,57.84807702896498,56.15212731306758,57.83192782621779,5554600,BA
2011-08-02,54.67422866821289,56.76590482097827,54.66615714713746,56.17635722474922,7052400,BA
2011-08-03,54.38349151611328,55.00534365594162,53.38207457266797,54.82767161599067,6749800,BA
2011-08-04,50.951210021972656,53.608197386858535,50.878526289757964,53.592048184795665,10707100,BA
2011-08-05,50.67662048339844,52.049530446251104,49.59444232912923,51.75879555693512,11643100,BA
2011-08-08,47.413936614990234,49.91748480644697,47.33317828783115,49.34408959297974,13561000,BA
2011-08-09,50.345516204833984,50.44242682650514,47.4543221118353,48.48804670568239,14122800,BA
2011-08-10,46.678550720214844,49.76010010943817,46.532197238292994,49.53243741443232,13549600,BA
2011-08-11,47.84937286376953,48.434786759522524,45.540244065846146,46.873687173020095,15539100,BA
2011-08-12,50.2072868347168,50.30485478278154,48.10142642074205,48.743755207229015,10082800,BA
2011-08-15,50.97970962524414,51.004100837988275,49.898320369691085,50.45934307584059,6933400,BA
2011-08-16,50.597564697265625,51.20736983629979,49.93084466005196,50.19102793790952,6841400,BA
2011-08-17,50.55691909790039,51.15859185357102,50.093467372013905,50.76831687922607,6263400,BA
2011-08-18,47.914424896240234,49.36982730565959,47.33714341595529,49.1096440159078,8108800,BA
2011-08-19,46.78424835205078,48.32095671881544,46.7273334571061,47.402182826434085,9229900,BA
2011-08-22,47.46722412109375,48.26403565002171,47.19077905174088,48.08515851643199,6862800,BA
