date,open,open_pred,is_high_vol,is_low_vol,is_uptrend,is_downtrend,conformity_score,is_monday,is_tuesday,is_wednesday,is_thursday,is_friday,is_q1,is_q2,is_q3,is_q4,is_january,is_february,is_march,is_april,is_may,is_june,is_july,is_august,is_september,is_october,is_november,is_december
2011-09-20,52.329405561345446,52.429395018419186,1,0,1,0,0.09998945707373963,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-21,51.662680372275965,52.8380591490953,1,0,1,0,1.1753787768193362,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-22,48.23965054573584,52.43197740552907,1,0,1,0,4.192326859793226,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-23,47.62170987538165,51.942884391293084,1,0,1,0,4.321174515911437,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-26,49.43486773139824,51.575838270072296,1,0,0,1,2.140970538674054,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-27,52.14239813079708,51.252209810154476,1,0,0,1,0.8901883206426078,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-28,51.45129290699384,51.70142450983231,1,0,1,0,0.25013160283846503,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-29,51.38623232138406,51.02435307260103,1,0,0,1,0.36187924878302624,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-09-30,50.00401788311972,50.630747334429216,1,0,0,1,0.6267294513094939,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-10-03,48.8657071325861,50.35071622711846,1,0,0,1,1.4850090945323586,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-04,46.77611808253902,50.176269066938545,1,0,0,1,3.4001509843995237,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-05,47.890028568288216,49.81407700060306,1,0,0,1,1.924048432314848,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-06,48.7925470404596,49.02155769927698,1,0,0,1,0.22901065881737992,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-07,50.33737528466011,48.72285381998923,1,0,0,1,1.6145214646708794,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-10,51.11793103773668,48.798818030012086,1,0,0,1,2.319113007724596,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-11,51.76025993607311,49.18921131208598,1,0,1,0,2.5710486239871315,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-12,52.410712413029,49.75022283705852,1,0,1,0,2.6604895759704803,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-13,51.85783230022104,49.55965151831904,1,0,1,0,2.2981807819019977,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-14,52.0367042066158,49.793288751569385,1,0,1,0,2.243415455046417,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-17,51.500073739449824,50.07566958445769,1,0,1,0,1.424404154992132,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-18,50.35364748690745,50.37942891432345,0,1,0,1,0.025781427415999758,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-19,50.90653164537007,50.57877356513683,1,0,0,1,0.32775808023324515,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-20,51.23174772185303,50.13088122543435,1,0,0,1,1.100866496418682,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-21,51.475677173232185,50.2465083447888,1,0,0,1,1.2291688284433846,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-24,52.37006146585727,50.44551547558517,0,1,1,0,1.924545990272101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-25,52.69528325277391,50.75757098961413,0,1,1,0,1.9377122631597814,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-26,54.93123747066621,51.29299416087531,0,1,1,0,3.6382433097909015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-27,55.76870434307158,51.460496159008045,0,1,1,0,4.308208184063538,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-28,54.92310266744341,52.063066935329644,0,1,1,0,2.860035732113765,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-31,54.57349665701236,52.74107050541635,0,1,1,0,1.8324261515960103,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-11-01,52.22370509644185,53.24407683453666,0,1,1,0,1.0203717380948163,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-02,52.01230523014036,53.54981570084118,0,1,1,0,1.5375104707008163,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-03,52.97987607765033,53.334989408635465,0,1,1,0,0.35511333098513376,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-04,53.329485624608125,53.40105364923879,0,1,1,0,0.0715680246306647,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-07,53.42706315239147,53.76859867980365,0,1,1,0,0.3415355274121836,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-08,54.36504711414888,53.87485673709401,0,1,1,0,0.4901903770548728,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-09,53.325846757389584,54.35025948632692,0,1,1,0,1.0244127289373353,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-10,53.260388065514896,54.14818184634972,0,1,1,0,0.8877937808348264,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-11,53.5385988916756,54.37456192834393,0,1,1,0,0.8359630366683319,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-14,56.3697763003665,54.662216543565066,0,1,1,0,1.7075597568014373,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-15,55.55970287007243,54.98650576289328,0,1,1,0,0.5731971071791477,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-16,54.92964664228879,55.4836599258861,0,1,1,0,0.5540132835973139,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-17,54.98692966186564,55.23078980363471,0,1,1,0,0.24386014176906912,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-18,54.76599326134078,55.27532697657331,0,1,1,0,0.509333715232529,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-21,54.26684750685449,55.7122192183741,0,1,1,0,1.4453717115196127,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-22,53.43223293733045,55.689337169143336,0,1,1,0,2.257104231812889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-23,52.05755361390358,55.816406625577,0,1,1,0,3.7588530116734233,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-25,50.86290503391733,55.35959515489818,0,1,0,1,4.496690120980851,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-28,52.8021719752254,55.29386833566937,0,1,0,1,2.4916963604439744,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-29,53.20311924900123,54.96884951884675,0,1,0,1,1.7657302698455197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-30,54.88874285814428,55.05098933301619,0,1,0,1,0.1622464748719068,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011-12-01,56.21430040272267,54.87536837009547,0,1,1,0,1.3389320326271985,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011-12-02,58.66908356672208,54.86632059497704,0,1,1,0,3.8027629717450395,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011-12-05,59.14366967701435,55.63046707007874,0,1,1,0,3.5132026069356144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011-12-06,58.03083070640297,55.99087993313014,0,1,1,0,2.0399507732728352,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011-12-07,57.52352360758402,56.45570003063673,0,1,1,0,1.0678235769472906,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011-12-08,57.65445176323513,56.54576009329789,0,1,1,0,1.1086916699372367,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011-12-09,57.94082979563025,56.57662517390704,0,1,1,0,1.3642046217232107,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011-12-12,58.513618359621525,57.168353574001486,0,1,1,0,1.3452647856200386,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011-12-13,58.64453636434337,57.26867876576002,0,1,1,0,1.3758575985833446,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011-12-14,57.56442526621191,57.70410174909975,0,1,1,0,0.13967648288783607,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
